Time,Time_ubisense,txeui,seq,X,Y,Z
1510928887.821,1510928888.5244684219,1,187670,0.441,1.446,0.500,
1510928887.868,1510928888.5722687244,1,187671,0.420,1.441,0.500,
1510928887.884,1510928888.5878686905,1,187672,0.402,1.463,0.500,
1510928887.921,1510928888.6244699955,1,187673,0.389,1.489,0.500,
1510928887.937,1510928888.6410698891,1,187674,0.388,1.499,0.500,
1510928887.981,1510928888.6722698212,1,187675,0.393,1.500,0.500,
1510928887.984,1510928888.6878700256,1,187676,0.394,1.502,0.500,
1510928888.016,1510928888.7190701962,1,187677,0.391,1.523,0.500,
1510928888.040,1510928888.7346701622,1,187678,0.341,1.518,0.500,
1510928888.060,1510928888.7752714157,1,187679,0.302,1.514,0.500,
1510928888.092,1510928888.7958719730,1,187680,0.294,1.474,0.500,
1510928888.107,1510928888.8114719391,1,187681,0.271,1.473,0.500,
1510928888.139,1510928888.8436720371,1,187682,0.238,1.477,0.500,
1510928888.171,1510928888.8748722076,1,187683,0.244,1.444,0.500,
1510928888.196,1510928888.8904721737,1,187684,0.229,1.449,0.500,
1510928888.206,1510928888.9250731468,1,187685,0.206,1.448,0.500,
1510928888.236,1510928888.9500746727,1,187686,0.206,1.428,0.500,
1510928888.256,1510928888.9740760326,1,187687,0.184,1.420,0.500,
1510928888.286,1510928888.9980776310,1,187688,0.185,1.418,0.500,
1510928888.321,1510928889.0250792503,1,187689,0.168,1.404,0.500,
1510928888.337,1510928889.0406792164,1,187690,0.154,1.389,0.500,
1510928888.368,1510928889.0718791485,1,187691,0.155,1.368,0.500,
1510928888.399,1510928889.0874791145,1,187692,0.137,1.360,0.500,
1510928888.415,1510928889.1186790466,1,187693,0.132,1.343,0.500,
1510928888.430,1510928889.1342790127,1,187694,0.125,1.324,0.500,
1510928888.481,1510928889.1754798889,1,187695,0.118,1.308,0.500,
1510928888.503,1510928889.1910798550,1,187696,0.121,1.287,0.500,
1510928888.518,1510928889.2222800255,1,187697,0.118,1.275,0.500,
1510928888.534,1510928889.2378799915,1,187698,0.123,1.257,0.500,
1510928888.565,1510928889.2690799236,1,187699,0.137,1.232,0.500,
1510928888.605,1510928889.3002798557,1,187700,0.147,1.207,0.500,
1510928888.628,1510928889.3168802261,1,187701,0.154,1.191,0.500,
1510928888.644,1510928889.3480801582,1,187702,0.156,1.190,0.495,
1510928888.664,1510928889.3746807575,1,187703,0.164,1.167,0.499,
1510928888.684,1510928889.3956818581,1,187704,0.167,1.151,0.500,
1510928888.694,1510928889.3986823559,1,187705,0.178,1.131,0.500,
1510928888.722,1510928889.4256837368,1,187706,0.173,1.124,0.500,
1510928888.737,1510928889.4412837029,1,187707,0.177,1.123,0.495,
1510928888.768,1510928889.4724838734,1,187708,0.177,1.123,0.495,
1510928888.799,1510928889.5036840439,1,187709,0.178,1.107,0.498,
1510928888.815,1510928889.5192840099,1,187710,0.169,1.089,0.499,
1510928888.846,1510928889.5504839420,1,187711,0.164,1.078,0.499,
1510928888.866,1510928889.5790846348,1,187712,0.161,1.055,0.494,
1510928888.886,1510928889.6030862331,1,187713,0.156,1.056,0.492,
1510928888.921,1510928889.6250872612,1,187714,0.153,1.024,0.491,
1510928888.937,1510928889.6406874657,1,187715,0.144,0.993,0.494,
1510928888.968,1510928889.6718876362,1,187716,0.151,0.989,0.492,
1510928888.994,1510928889.7040874958,1,187717,0.155,0.980,0.492,
1510928889.023,1510928889.7350893021,1,187718,0.165,0.973,0.488,
1510928889.043,1510928889.7470898628,1,187719,0.172,0.963,0.488,
1510928889.086,1510928889.7782900333,1,187720,0.171,0.949,0.490,
1510928889.100,1510928889.7938902378,1,187721,0.176,0.933,0.492,
1510928889.120,1510928889.8294911385,1,187722,0.180,0.921,0.493,
1510928889.140,1510928889.8534927368,1,187723,0.181,0.906,0.493,
1510928889.181,1510928889.8794941902,1,187724,0.189,0.889,0.495,
1510928889.197,1510928889.9010944366,1,187725,0.191,0.874,0.496,
1510928889.213,1510928889.9166946411,1,187726,0.183,0.851,0.500,
1510928889.244,1510928889.9478945732,1,187727,0.183,0.832,0.500,
1510928889.275,1510928889.9790947437,1,187728,0.187,0.812,0.500,
1510928889.291,1510928889.9946947098,1,187729,0.194,0.794,0.500,
1510928889.322,1510928890.0262954235,1,187730,0.198,0.776,0.500,
1510928889.338,1510928890.0418956280,1,187731,0.204,0.764,0.500,
1510928889.369,1510928890.0730957985,1,187732,0.197,0.743,0.500,
1510928889.400,1510928890.1042957306,1,187733,0.192,0.726,0.500,
1510928889.431,1510928890.1198956966,1,187734,0.190,0.706,0.500,
1510928889.448,1510928890.1510958672,1,187735,0.189,0.691,0.500,
1510928889.473,1510928890.1666958332,1,187736,0.182,0.672,0.500,
1510928889.493,1510928890.2042970657,1,187737,0.181,0.654,0.500,
1510928889.513,1510928890.2272982597,1,187738,0.180,0.659,0.498,
1510928889.543,1510928890.2542998791,1,187739,0.174,0.637,0.500,
1510928889.571,1510928890.2753012180,1,187740,0.193,0.628,0.500,
1510928889.587,1510928890.2909011841,1,187741,0.194,0.611,0.500,
1510928889.618,1510928890.3221011162,1,187742,0.191,0.593,0.500,
1510928889.649,1510928890.3533012867,1,187743,0.178,0.572,0.500,
1510928889.669,1510928890.3799018860,1,187744,0.177,0.558,0.500,
1510928889.689,1510928890.4039032459,1,187745,0.181,0.531,0.500,
1510928889.719,1510928890.4289047718,1,187746,0.182,0.506,0.500,
1510928889.739,1510928890.4539062977,1,187747,0.189,0.478,0.500,
1510928889.786,1510928890.4769074917,1,187748,0.189,0.478,0.500,
1510928889.788,1510928890.4925074577,1,187749,0.189,0.443,0.500,
1510928889.819,1510928890.5237076283,1,187750,0.190,0.412,0.500,
1510928889.851,1510928890.5549075603,1,187751,0.192,0.386,0.500,
1510928889.882,1510928890.5705077648,1,187752,0.178,0.373,0.500,
1510928889.892,1510928890.6047079563,1,187753,0.171,0.356,0.500,
1510928889.912,1510928890.6297092438,1,187754,0.162,0.332,0.500,
1510928889.942,1510928890.6547107697,1,187755,0.162,0.313,0.500,
1510928889.971,1510928890.6757118702,1,187756,0.158,0.302,0.500,
1510928889.987,1510928890.6913118362,1,187757,0.163,0.283,0.500,
1510928890.034,1510928890.7225120068,1,187758,0.174,0.259,0.500,
1510928890.044,1510928890.7547123432,1,187759,0.180,0.236,0.500,
1510928890.076,1510928890.7787134647,1,187760,0.184,0.212,0.500,
1510928890.086,1510928890.8037152290,1,187761,0.177,0.203,0.500,
1510928890.121,1510928890.8257162571,1,187762,0.175,0.191,0.500,
1510928890.137,1510928890.8413162231,1,187763,0.165,0.189,0.500,
1510928890.169,1510928890.8725163937,1,187764,0.175,0.161,0.500,
1510928890.200,1510928890.9037163258,1,187765,0.174,0.140,0.500,
1510928890.221,1510928890.9253168106,1,187766,0.172,0.124,0.500,
1510928890.252,1510928890.9409167767,1,187767,0.161,0.098,0.500,
1510928890.268,1510928890.9721167088,1,187768,0.145,0.065,0.500,
1510928890.293,1510928891.0043170452,1,187769,0.149,0.054,0.500,
1510928890.321,1510928891.0253181458,1,187770,0.155,0.033,0.500,
1510928890.337,1510928891.0409181118,1,187771,0.165,0.015,0.500,
1510928890.368,1510928891.0721182823,1,187772,0.153,0.002,0.500,
1510928890.393,1510928891.1043183804,1,187773,0.155,-0.010,0.500,
1510928890.421,1510928891.1253194809,1,187774,0.171,-0.037,0.500,
1510928890.437,1510928891.1409194469,1,187775,0.175,-0.052,0.500,
1510928890.468,1510928891.1721196175,1,187776,0.157,-0.085,0.500,
1510928890.499,1510928891.2033195496,1,187777,0.166,-0.097,0.500,
1510928890.515,1510928891.2189197540,1,187778,0.165,-0.119,0.500,
1510928890.540,1510928891.2541198730,1,187779,0.181,-0.135,0.500,
1510928890.571,1510928891.2751212120,1,187780,0.183,-0.148,0.500,
1510928890.587,1510928891.2907211781,1,187781,0.186,-0.169,0.500,
1510928890.633,1510928891.3219211102,1,187782,0.171,-0.193,0.500,
1510928890.643,1510928891.3541214466,1,187783,0.179,-0.207,0.500,
1510928890.663,1510928891.3791227341,1,187784,0.186,-0.217,0.500,
1510928890.693,1510928891.4041242599,1,187785,0.201,-0.236,0.500,
1510928890.721,1510928891.4251255989,1,187786,0.184,-0.272,0.500,
1510928890.737,1510928891.4407255650,1,187787,0.177,-0.290,0.500,
1510928890.768,1510928891.4719254971,1,187788,0.254,-0.207,0.448,
1510928890.799,1510928891.5031254292,1,187789,0.259,-0.243,0.448,
1510928890.830,1510928891.5187256336,1,187790,0.258,-0.273,0.456,
1510928890.856,1510928891.5499255657,1,187791,0.240,-0.309,0.465,
1510928890.884,1510928891.5755262375,1,187792,0.227,-0.331,0.477,
1510928890.887,1510928891.5911264420,1,187793,0.233,-0.360,0.500,
1510928890.918,1510928891.6223263741,1,187794,0.225,-0.387,0.500,
1510928890.949,1510928891.6535263062,1,187795,0.226,-0.407,0.500,
1510928890.965,1510928891.6691262722,1,187796,0.231,-0.427,0.500,
1510928890.990,1510928891.7043266296,1,187797,0.217,-0.454,0.500,
1510928891.020,1510928891.7293281555,1,187798,0.223,-0.473,0.500,
1510928891.040,1510928891.7533295155,1,187799,0.229,-0.496,0.500,
1510928891.085,1510928891.7753307819,1,187800,0.231,-0.521,0.500,
1510928891.087,1510928891.7909307480,1,187801,0.224,-0.533,0.500,
1510928891.118,1510928891.8221306801,1,187802,0.215,-0.553,0.500,
1510928891.143,1510928891.8533308506,1,187803,0.199,-0.624,0.500,
1510928891.163,1510928891.8803322315,1,187804,0.199,-0.641,0.500,
1510928891.182,1510928891.8853328228,1,187805,0.206,-0.661,0.500,
1510928891.212,1510928891.9009327888,1,187806,0.203,-0.668,0.500,
1510928891.228,1510928891.9321327209,1,187807,0.202,-0.684,0.500,
1510928891.243,1510928891.9477326870,1,187808,0.205,-0.698,0.500,
1510928891.273,1510928891.9843339920,1,187809,0.205,-0.713,0.500,
1510928891.293,1510928892.0093355179,1,187810,0.200,-0.726,0.500,
1510928891.322,1510928892.0263364315,1,187811,0.278,-0.739,0.474,
1510928891.353,1510928892.0575366020,1,187812,0.272,-0.756,0.488,
1510928891.384,1510928892.0731365681,1,187813,0.267,-0.773,0.500,
1510928891.400,1510928892.1043367386,1,187814,0.263,-0.789,0.500,
1510928891.416,1510928892.1199367046,1,187815,0.236,-0.824,0.500,
1510928891.447,1510928892.1511366367,1,187816,0.222,-0.841,0.500,
1510928891.467,1510928892.1837377548,1,187817,0.214,-0.872,0.500,
1510928891.497,1510928892.2087390423,1,187818,0.222,-0.886,0.500,
1510928891.537,1510928892.2257401943,1,187819,0.225,-0.898,0.500,
1510928891.553,1510928892.2569401264,1,187820,0.219,-0.926,0.500,
1510928891.584,1510928892.2881402969,1,187821,0.324,-1.019,0.433,
1510928891.599,1510928892.3037402630,1,187822,0.306,-1.018,0.438,
1510928891.631,1510928892.3349404335,1,187823,0.284,-1.043,0.472,
1510928891.641,1510928892.3595407009,1,187824,0.268,-1.064,0.500,
1510928891.671,1510928892.3845422268,1,187825,0.249,-1.055,0.500,
1510928891.690,1510928892.4085435867,1,187826,0.233,-1.048,0.500,
1510928891.721,1510928892.4255447388,1,187827,0.228,-1.056,0.500,
1510928891.753,1510928892.4567446709,1,187828,0.212,-1.091,0.500,
1510928891.768,1510928892.4723446369,1,187829,0.215,-1.106,0.500,
1510928891.799,1510928892.5035448074,1,187830,0.215,-1.116,0.500,
1510928891.815,1510928892.5191447735,1,187831,0.215,-1.116,0.500,
1510928891.846,1510928892.5503447056,1,187832,0.213,-1.131,0.500,
1510928891.866,1510928892.5839459896,1,187833,0.214,-1.147,0.500,
1510928891.896,1510928892.6079471111,1,187834,0.224,-1.168,0.500,
1510928891.916,1510928892.6349487305,1,187835,0.220,-1.174,0.500,
1510928891.946,1510928892.6579501629,1,187836,0.207,-1.182,0.500,
1510928891.986,1510928892.6749510765,1,187837,0.208,-1.208,0.500,
1510928892.003,1510928892.7061512470,1,187838,0.189,-1.249,0.500,
1510928892.018,1510928892.7217512131,1,187839,0.193,-1.267,0.500,
1510928892.043,1510928892.7589514256,1,187840,0.198,-1.285,0.500,
1510928892.086,1510928892.7749526501,1,187841,0.183,-1.320,0.500,
1510928892.116,1510928892.8061525822,1,187842,0.157,-1.309,0.500,
1510928892.119,1510928892.8217525482,1,187843,0.164,-1.322,0.500,
1510928892.159,1510928892.8529527187,1,187844,0.162,-1.349,0.500,
1510928892.182,1510928892.8835535049,1,187845,0.161,-1.367,0.500,
1510928892.197,1510928892.9011535645,1,187846,0.157,-1.388,0.500,
1510928892.228,1510928892.9323537350,1,187847,0.167,-1.382,0.500,
1510928892.244,1510928892.9479537010,1,187848,0.155,-1.401,0.500,
1510928892.274,1510928892.9835548401,1,187849,0.175,-1.388,0.500,
1510928892.294,1510928893.0085563660,1,187850,0.188,-1.393,0.500,
1510928892.323,1510928893.0345578194,1,187851,0.201,-1.387,0.500,
1510928892.344,1510928893.0565590858,1,187852,0.189,-1.416,0.500,
1510928892.371,1510928893.0755600929,1,187853,0.206,-1.419,0.500,
1510928892.415,1510928893.1067602634,1,187854,0.219,-1.425,0.500,
1510928892.418,1510928893.1223602295,1,187855,0.233,-1.423,0.500,
1510928892.450,1510928893.1535604000,1,187856,0.244,-1.433,0.500,
1510928892.471,1510928893.1751606464,1,187857,0.258,-1.430,0.500,
1510928892.502,1510928893.2063608170,1,187858,0.269,-1.435,0.500,
1510928892.533,1510928893.2219607830,1,187859,0.260,-1.450,0.500,
1510928892.543,1510928893.2581610680,1,187860,0.269,-1.457,0.500,
1510928892.573,1510928893.2771623135,1,187861,0.265,-1.471,0.500,
1510928892.604,1510928893.2927622795,1,187862,0.265,-1.471,0.500,
1510928892.620,1510928893.3239624500,1,187863,0.257,-1.495,0.500,
1510928892.645,1510928893.3591625690,1,187864,0.242,-1.519,0.500,
1510928892.665,1510928893.3831639290,1,187865,0.236,-1.533,0.500,
1510928892.695,1510928893.4081652164,1,187866,0.233,-1.540,0.500,
1510928892.721,1510928893.4251663685,1,187867,0.236,-1.542,0.500,
1510928892.752,1510928893.4563663006,1,187868,0.236,-1.548,0.500,
1510928892.768,1510928893.4719662666,1,187869,0.233,-1.553,0.500,
1510928892.799,1510928893.5031664371,1,187870,0.235,-1.553,0.500,
1510928892.830,1510928893.5187666416,1,187871,0.239,-1.555,0.500,
1510928892.846,1510928893.5499665737,1,187872,0.242,-1.552,0.500,
1510928892.856,1510928893.5745670795,1,187873,0.244,-1.558,0.500,
1510928892.896,1510928893.6075689793,1,187874,0.247,-1.558,0.500,
1510928892.922,1510928893.6255698204,1,187875,0.252,-1.549,0.500,
1510928892.953,1510928893.6567699909,1,187876,0.257,-1.542,0.500,
1510928892.968,1510928893.6723701954,1,187877,0.258,-1.551,0.500,
1510928892.994,1510928893.7075703144,1,187878,0.269,-1.535,0.500,
1510928893.024,1510928893.7325718403,1,187879,0.276,-1.538,0.500,
1510928893.044,1510928893.7585732937,1,187880,0.293,-1.538,0.500,
1510928893.075,1510928893.7791736126,1,187881,0.303,-1.533,0.499,
1510928893.091,1510928893.7947735786,1,187882,0.321,-1.536,0.498,
1510928893.121,1510928893.8253746033,1,187883,0.341,-1.536,0.492,
1510928893.153,1510928893.8565745354,1,187884,0.365,-1.549,0.500,
1510928893.168,1510928893.8721747398,1,187885,0.387,-1.536,0.500,
1510928893.193,1510928893.9083750248,1,187886,0.388,-1.546,0.500,
1510928893.221,1510928893.9253759384,1,187887,0.407,-1.557,0.500,
1510928893.259,1510928893.9565758705,1,187888,0.419,-1.554,0.500,
1510928893.268,1510928893.9721758366,1,187889,0.438,-1.564,0.500,
1510928893.293,1510928894.0093762875,1,187890,0.449,-1.551,0.500,
1510928893.321,1510928894.0253772736,1,187891,0.465,-1.560,0.500,
1510928893.353,1510928894.0565774441,1,187892,0.489,-1.545,0.500,
1510928893.368,1510928894.0721776485,1,187893,0.505,-1.556,0.500,
1510928893.399,1510928894.1033775806,1,187894,0.532,-1.570,0.500,
1510928893.415,1510928894.1189775467,1,187895,0.547,-1.569,0.500,
1510928893.446,1510928894.1501774788,1,187896,0.568,-1.555,0.500,
1510928893.478,1510928894.1813776493,1,187897,0.569,-1.562,0.494,
1510928893.497,1510928894.2079782486,1,187898,0.579,-1.557,0.500,
1510928893.521,1510928894.2249791622,1,187899,0.596,-1.541,0.500,
1510928893.552,1510928894.2561790943,1,187900,0.636,-1.535,0.500,
1510928893.568,1510928894.2717792988,1,187901,0.645,-1.535,0.500,
1510928893.600,1510928894.3039796352,1,187902,0.651,-1.531,0.500,
1510928893.631,1510928894.3195796013,1,187903,0.659,-1.527,0.500,
1510928893.647,1510928894.3507795334,1,187904,0.690,-1.532,0.500,
1510928893.666,1510928894.3833804131,1,187905,0.731,-1.558,0.500,
1510928893.686,1510928894.4043817520,1,187906,0.775,-1.544,0.500,
1510928893.721,1510928894.4073820114,1,187907,0.791,-1.545,0.500,
1510928893.721,1510928894.4253828526,1,187908,0.820,-1.563,0.500,
1510928893.768,1510928894.4565830231,1,187909,0.842,-1.557,0.500,
1510928893.784,1510928894.4877831936,1,187910,0.859,-1.556,0.500,
1510928893.803,1510928894.5143835545,1,187911,0.878,-1.563,0.500,
1510928893.823,1510928894.5393850803,1,187912,0.897,-1.574,0.500,
1510928893.853,1510928894.5643866062,1,187913,0.912,-1.562,0.500,
1510928893.887,1510928894.5753872395,1,187914,0.926,-1.565,0.500,
1510928893.902,1510928894.6065871716,1,187915,0.948,-1.554,0.500,
1510928893.934,1510928894.6377871037,1,187916,0.963,-1.564,0.500,
1510928893.953,1510928894.6643879414,1,187917,0.970,-1.557,0.500,
1510928893.971,1510928894.6753885746,1,187918,0.996,-1.571,0.500,
1510928894.002,1510928894.7065887451,1,187919,1.018,-1.560,0.500,
1510928894.034,1510928894.7377886772,1,187920,1.038,-1.549,0.500,
1510928894.053,1510928894.7633891106,1,187921,1.058,-1.566,0.500,
1510928894.076,1510928894.7803902626,1,187922,1.072,-1.553,0.500,
1510928894.107,1510928894.8115904331,1,187923,1.091,-1.544,0.500,
1510928894.139,1510928894.8437902927,1,187924,1.101,-1.544,0.500,
1510928894.155,1510928894.8593902588,1,187925,1.121,-1.533,0.500,
1510928894.171,1510928894.8749902248,1,187926,1.146,-1.549,0.500,
1510928894.219,1510928894.9141910076,1,187927,1.170,-1.536,0.500,
1510928894.236,1510928894.9251916409,1,187928,1.183,-1.527,0.500,
1510928894.252,1510928894.9563915730,1,187929,1.195,-1.527,0.500,
1510928894.283,1510928894.9875917435,1,187930,1.217,-1.519,0.500,
1510928894.303,1510928895.0131924152,1,187931,1.243,-1.510,0.500,
1510928894.321,1510928895.0251929760,1,187932,1.262,-1.499,0.500,
1510928894.352,1510928895.0563931465,1,187933,1.278,-1.504,0.500,
1510928894.383,1510928895.0875930786,1,187934,1.289,-1.511,0.500,
1510928894.403,1510928895.1131937504,1,187935,1.311,-1.531,0.500,
1510928894.423,1510928895.1371951103,1,187936,1.333,-1.544,0.500,
1510928894.453,1510928895.1621966362,1,187937,1.350,-1.549,0.500,
1510928894.473,1510928895.1881978512,1,187938,1.378,-1.553,0.500,
1510928894.493,1510928895.2041988373,1,187939,1.387,-1.549,0.500,
1510928894.537,1510928895.2252001762,1,187940,1.396,-1.547,0.500,
1510928894.552,1510928895.2564001083,1,187941,1.442,-1.561,0.500,
1510928894.583,1510928895.2876002789,1,187942,1.472,-1.558,0.500,
1510928894.600,1510928895.3042004108,1,187943,1.483,-1.537,0.500,
1510928894.644,1510928895.3354003429,1,187944,1.519,-1.544,0.500,
1510928894.657,1510928895.3510003090,1,187945,1.550,-1.557,0.500,
1510928894.677,1510928895.3886015415,1,187946,1.576,-1.560,0.500,
1510928894.697,1510928895.4126031399,1,187947,1.606,-1.568,0.500,
1510928894.727,1510928895.4386045933,1,187948,1.625,-1.566,0.500,
1510928894.747,1510928895.4626059532,1,187949,1.643,-1.573,0.500,
1510928894.771,1510928895.4756066799,1,187950,1.656,-1.568,0.500,
1510928894.803,1510928895.5068068504,1,187951,1.677,-1.566,0.500,
1510928894.834,1510928895.5380067825,1,187952,1.679,-1.534,0.500,
1510928894.859,1510928895.5536067486,1,187953,1.682,-1.514,0.500,
1510928894.869,1510928895.5872080326,1,187954,1.719,-1.519,0.500,
1510928894.899,1510928895.6132092476,1,187955,1.736,-1.511,0.500,
1510928894.921,1510928895.6252100468,1,187956,1.759,-1.504,0.500,
1510928894.952,1510928895.6564099789,1,187957,1.763,-1.487,0.500,
1510928894.983,1510928895.6876101494,1,187958,1.777,-1.478,0.500,
1510928895.003,1510928895.7132108212,1,187959,1.796,-1.473,0.500,
1510928895.023,1510928895.7372121811,1,187960,1.792,-1.472,0.500,
1510928895.043,1510928895.7622134686,1,187961,1.794,-1.467,0.500,
1510928895.072,1510928895.7762143612,1,187962,1.793,-1.459,0.500,
1510928895.104,1510928895.8074142933,1,187963,1.792,-1.453,0.500,
1510928895.119,1510928895.8230142593,1,187964,1.793,-1.442,0.500,
1510928895.154,1510928895.8712155819,1,187965,1.795,-1.433,0.500,
1510928895.185,1510928895.8882162571,1,187966,1.767,-1.425,0.491,
1510928895.216,1510928895.9048163891,1,187967,1.772,-1.412,0.494,
1510928895.232,1510928895.9360165596,1,187968,1.776,-1.401,0.496,
1510928895.247,1510928895.9516165257,1,187969,1.843,-1.467,0.475,
1510928895.277,1510928895.9882178307,1,187970,1.829,-1.439,0.455,
1510928895.297,1510928896.0122191906,1,187971,1.814,-1.413,0.443,
1510928895.327,1510928896.0382206440,1,187972,1.817,-1.398,0.443,
1510928895.347,1510928896.0622220039,1,187973,1.794,-1.372,0.440,
1510928895.371,1510928896.0752227306,1,187974,1.776,-1.371,0.437,
1510928895.402,1510928896.1064226627,1,187975,1.762,-1.366,0.438,
1510928895.418,1510928896.1220226288,1,187976,1.723,-1.338,0.447,
1510928895.449,1510928896.1532230377,1,187977,1.702,-1.333,0.453,
1510928895.471,1510928896.1758234501,1,187978,1.683,-1.319,0.461,
1510928895.502,1510928896.2070236206,1,187979,1.683,-1.319,0.461,
1510928895.518,1510928896.2226235867,1,187980,1.665,-1.297,0.471,
1510928895.544,1510928896.2618238926,1,187981,1.643,-1.281,0.481,
1510928895.571,1510928896.2758247852,1,187982,1.619,-1.271,0.491,
1510928895.587,1510928896.2914247513,1,187983,1.605,-1.248,0.500,
1510928895.644,1510928896.3382246494,1,187984,1.590,-1.230,0.500,
1510928895.650,1510928896.3538246155,1,187985,1.563,-1.219,0.500,
1510928895.669,1510928896.3874258995,1,187986,1.546,-1.204,0.500,
1510928895.699,1510928896.4124274254,1,187987,1.541,-1.183,0.500,
1510928895.719,1510928896.4384286404,1,187988,1.519,-1.173,0.500,
1510928895.749,1510928896.4634304047,1,187989,1.502,-1.163,0.500,
1510928895.779,1510928896.4884316921,1,187990,1.491,-1.148,0.500,
1510928895.809,1510928896.5124330521,1,187991,1.481,-1.137,0.500,
1510928895.819,1510928896.5374345779,1,187992,1.470,-1.121,0.500,
1510928895.844,1510928896.5474350452,1,187993,1.471,-1.093,0.500,
1510928895.890,1510928896.5786352158,1,187994,1.455,-1.091,0.500,
1510928895.900,1510928896.6128354073,1,187995,1.463,-1.059,0.500,
1510928895.930,1510928896.6378366947,1,187996,1.453,-1.050,0.500,
1510928895.950,1510928896.6628382206,1,187997,1.456,-1.026,0.500,
1510928895.970,1510928896.6878395081,1,187998,1.452,-1.026,0.500,
1510928896.000,1510928896.7128410339,1,187999,1.449,-1.026,0.500,
1510928896.020,1510928896.7378425598,1,188000,1.452,-1.022,0.500,
1510928896.050,1510928896.7618439198,1,188001,1.458,-1.011,0.500,
1510928896.087,1510928896.7758448124,1,188002,1.459,-1.013,0.500,
1510928896.103,1510928896.8070447445,1,188003,1.457,-1.019,0.500,
1510928896.134,1510928896.8382446766,1,188004,1.459,-1.022,0.500,
1510928896.150,1510928896.8538446426,1,188005,1.465,-1.014,0.500,
1510928896.181,1510928896.8850448132,1,188006,1.466,-1.019,0.500,
1510928896.197,1510928896.9016449451,1,188007,1.470,-1.020,0.500,
1510928896.213,1510928896.9016449451,1,188008,1.470,-1.023,0.500,
1510928896.229,1510928896.9328451157,1,188009,1.476,-1.022,0.500,
1510928896.254,1510928896.9680452347,1,188010,1.484,-1.016,0.500,
1510928896.274,1510928896.9920468330,1,188011,1.485,-1.014,0.500,
1510928896.304,1510928897.0180480480,1,188012,1.486,-1.008,0.500,
1510928896.336,1510928897.0406484604,1,188013,1.486,-1.008,0.500,
1510928896.352,1510928897.0562486649,1,188014,1.487,-1.010,0.500,
1510928896.399,1510928897.0874488354,1,188015,1.490,-1.001,0.500,
1510928896.399,1510928897.1186487675,1,188016,1.480,-1.003,0.500,
1510928896.446,1510928897.1342487335,1,188017,1.466,-0.990,0.500,
1510928896.473,1510928897.1654486656,1,188018,1.453,-0.997,0.499,
1510928896.477,1510928897.1810486317,1,188019,1.446,-0.991,0.500,
1510928896.502,1510928897.2182490826,1,188020,1.447,-0.986,0.500,
1510928896.530,1510928897.2342500687,1,188021,1.427,-0.973,0.500,
1510928896.561,1510928897.2654502392,1,188022,1.411,-0.967,0.500,
1510928896.587,1510928897.2810504436,1,188023,1.404,-0.970,0.500,
1510928896.607,1510928897.3176515102,1,188024,1.392,-0.960,0.500,
1510928896.627,1510928897.3426530361,1,188025,1.377,-0.966,0.500,
1510928896.657,1510928897.3746547699,1,188026,1.358,-0.960,0.500,
1510928896.677,1510928897.3916556835,1,188027,1.408,-0.914,0.493,
1510928896.721,1510928897.4186570644,1,188028,1.380,-0.930,0.490,
1510928896.750,1510928897.4412574768,1,188029,1.355,-0.950,0.492,
1510928896.750,1510928897.4678583145,1,188030,1.336,-0.964,0.497,
1510928896.780,1510928897.4918596745,1,188031,1.314,-0.969,0.500,
1510928896.801,1510928897.5178611279,1,188032,1.296,-0.971,0.500,
1510928896.842,1510928897.5418624878,1,188033,1.274,-0.984,0.500,
1510928896.873,1510928897.5624628067,1,188034,1.245,-0.969,0.500,
1510928896.874,1510928897.5780630112,1,188035,1.214,-0.951,0.500,
1510928896.899,1510928897.6182634830,1,188036,1.197,-0.949,0.500,
1510928896.929,1510928897.6432650089,1,188037,1.183,-0.957,0.500,
1510928896.960,1510928897.6672663689,1,188038,1.184,-0.967,0.500,
1510928896.990,1510928897.6922676563,1,188039,1.162,-0.981,0.500,
1510928897.000,1510928897.7182691097,1,188040,1.140,-0.969,0.500,
1510928897.043,1510928897.7422704697,1,188041,1.127,-0.971,0.500,
1510928897.059,1510928897.7628707886,1,188042,1.105,-0.960,0.500,
1510928897.074,1510928897.7784709930,1,188043,1.091,-0.957,0.500,
1510928897.100,1510928897.8176715374,1,188044,1.058,-0.978,0.500,
1510928897.130,1510928897.8416726589,1,188045,1.032,-0.962,0.500,
1510928897.150,1510928897.8676743507,1,188046,1.009,-0.952,0.500,
1510928897.200,1510928897.9186770916,1,188047,0.975,-0.971,0.500,
1510928897.226,1510928897.9296779633,1,188048,0.959,-0.976,0.500,
1510928897.257,1510928897.9608778954,1,188049,0.929,-0.949,0.500,
1510928897.288,1510928897.9920778275,1,188050,0.923,-0.956,0.500,
1510928897.307,1510928898.0176784992,1,188051,0.909,-0.952,0.500,
1510928897.372,1510928898.0636811256,1,188052,0.882,-0.969,0.500,
1510928897.387,1510928898.0912818909,1,188053,0.857,-0.977,0.500,
1510928897.403,1510928898.1068818569,1,188054,0.835,-0.980,0.500,
1510928897.449,1510928898.1380820274,1,188055,0.811,-0.989,0.500,
1510928897.481,1510928898.1848819256,1,188056,0.780,-0.997,0.500,
1510928897.500,1510928898.2184832096,1,188057,0.752,-0.991,0.500,
1510928897.530,1510928898.2434844971,1,188058,0.729,-0.986,0.500,
1510928897.550,1510928898.2664859295,1,188059,0.731,-0.990,0.500,
1510928897.587,1510928898.2910864353,1,188060,0.734,-0.994,0.500,
