Time,X,Y,Z,qW,qX,qY,qZ
1510937375.222,0.472,0.836,0.247,0.952,-0.002,0.002,-0.305,
1510937375.230,0.475,0.840,0.247,0.950,-0.002,0.001,-0.312,
1510937375.238,0.478,0.844,0.247,0.949,-0.003,-0.001,-0.316,
1510937375.246,0.480,0.848,0.247,0.947,-0.001,-0.001,-0.322,
1510937375.255,0.484,0.852,0.247,0.944,-0.002,-0.002,-0.330,
1510937375.264,0.486,0.856,0.247,0.942,0.000,-0.001,-0.336,
1510937375.272,0.489,0.860,0.247,0.939,0.000,-0.004,-0.343,
1510937375.281,0.491,0.864,0.246,0.937,0.002,-0.003,-0.350,
1510937375.288,0.494,0.868,0.246,0.934,0.003,-0.003,-0.356,
1510937375.297,0.497,0.871,0.246,0.932,0.002,-0.004,-0.362,
1510937375.305,0.500,0.875,0.246,0.930,0.003,-0.004,-0.369,
1510937375.313,0.505,0.878,0.246,0.927,0.000,-0.004,-0.376,
1510937375.322,0.507,0.880,0.246,0.922,-0.001,-0.001,-0.387,
1510937375.329,0.511,0.883,0.246,0.918,-0.001,0.000,-0.396,
1510937375.338,0.514,0.886,0.246,0.915,-0.001,0.001,-0.403,
1510937375.346,0.517,0.889,0.246,0.913,-0.001,0.001,-0.408,
1510937375.355,0.521,0.892,0.246,0.911,-0.000,0.000,-0.412,
1510937375.363,0.525,0.895,0.246,0.909,-0.000,-0.001,-0.416,
1510937375.371,0.528,0.899,0.246,0.906,0.000,-0.002,-0.423,
1510937375.380,0.532,0.902,0.246,0.903,0.000,-0.002,-0.430,
1510937375.388,0.535,0.905,0.245,0.900,0.002,-0.003,-0.437,
1510937375.396,0.538,0.907,0.245,0.897,0.001,-0.000,-0.443,
1510937375.405,0.542,0.911,0.245,0.894,0.002,-0.002,-0.448,
1510937375.413,0.544,0.913,0.245,0.890,0.006,-0.001,-0.455,
1510937375.422,0.548,0.916,0.245,0.888,0.005,0.000,-0.460,
1510937375.429,0.553,0.918,0.245,0.884,0.003,-0.001,-0.467,
1510937375.438,0.556,0.921,0.245,0.882,0.004,-0.001,-0.471,
1510937375.447,0.561,0.923,0.245,0.879,0.004,-0.001,-0.477,
1510937375.455,0.565,0.926,0.245,0.876,0.004,-0.001,-0.483,
1510937375.463,0.569,0.929,0.245,0.872,0.002,-0.003,-0.490,
1510937375.471,0.573,0.931,0.245,0.869,0.003,-0.003,-0.495,
1510937375.480,0.577,0.933,0.245,0.865,0.004,-0.002,-0.501,
1510937375.488,0.581,0.936,0.245,0.863,0.004,-0.003,-0.505,
1510937375.496,0.585,0.938,0.245,0.858,0.005,-0.001,-0.514,
1510937375.504,0.589,0.940,0.244,0.854,0.007,-0.001,-0.520,
1510937375.515,0.593,0.942,0.245,0.850,0.007,-0.000,-0.526,
1510937375.522,0.597,0.945,0.245,0.847,0.007,-0.002,-0.532,
1510937375.531,0.602,0.947,0.244,0.843,0.007,-0.004,-0.537,
1510937375.538,0.606,0.949,0.244,0.840,0.007,-0.004,-0.543,
1510937375.547,0.611,0.951,0.245,0.835,0.007,-0.004,-0.551,
1510937375.555,0.615,0.953,0.244,0.829,0.007,-0.003,-0.559,
1510937375.563,0.620,0.954,0.245,0.823,0.004,-0.001,-0.567,
1510937375.572,0.624,0.956,0.244,0.820,0.007,-0.003,-0.573,
1510937375.580,0.629,0.959,0.244,0.817,0.007,-0.006,-0.577,
1510937375.588,0.633,0.960,0.244,0.814,0.006,-0.006,-0.581,
1510937375.596,0.637,0.962,0.244,0.811,0.009,-0.005,-0.585,
1510937375.605,0.642,0.963,0.244,0.807,0.007,-0.006,-0.591,
1510937375.614,0.646,0.964,0.244,0.801,0.007,-0.005,-0.598,
1510937375.621,0.651,0.965,0.244,0.798,0.007,-0.006,-0.602,
1510937375.629,0.655,0.966,0.244,0.793,0.007,-0.004,-0.610,
1510937375.638,0.659,0.967,0.244,0.790,0.007,-0.003,-0.614,
1510937375.646,0.665,0.968,0.244,0.784,0.005,-0.005,-0.620,
1510937375.656,0.670,0.969,0.244,0.781,0.005,-0.005,-0.625,
1510937375.663,0.674,0.970,0.244,0.777,0.004,-0.004,-0.629,
1510937375.671,0.679,0.970,0.244,0.773,0.003,-0.004,-0.634,
1510937375.679,0.683,0.971,0.244,0.770,0.005,-0.004,-0.638,
1510937375.688,0.687,0.972,0.243,0.768,0.005,-0.003,-0.641,
1510937375.696,0.693,0.973,0.244,0.765,0.003,-0.005,-0.644,
1510937375.705,0.697,0.974,0.244,0.762,0.004,-0.006,-0.648,
1510937375.713,0.702,0.975,0.243,0.760,0.005,-0.007,-0.650,
1510937375.721,0.706,0.976,0.243,0.758,0.007,-0.005,-0.653,
1510937375.730,0.710,0.976,0.243,0.754,0.007,-0.005,-0.656,
1510937375.738,0.716,0.976,0.243,0.752,0.001,-0.004,-0.659,
1510937375.746,0.720,0.976,0.243,0.751,0.002,-0.004,-0.661,
1510937375.755,0.725,0.977,0.243,0.750,0.004,-0.005,-0.662,
1510937375.763,0.729,0.979,0.243,0.748,0.005,-0.007,-0.664,
1510937375.771,0.735,0.978,0.243,0.749,0.001,-0.005,-0.663,
1510937375.781,0.740,0.978,0.243,0.746,0.001,-0.005,-0.666,
1510937375.788,0.743,0.980,0.243,0.744,0.006,-0.005,-0.668,
1510937375.796,0.748,0.978,0.243,0.745,0.002,-0.002,-0.668,
1510937375.805,0.752,0.979,0.243,0.744,0.005,-0.003,-0.668,
1510937375.813,0.757,0.979,0.243,0.744,0.002,-0.002,-0.668,
1510937375.821,0.762,0.980,0.243,0.743,0.006,-0.003,-0.669,
1510937375.829,0.767,0.980,0.243,0.743,0.004,-0.003,-0.669,
1510937375.838,0.771,0.981,0.243,0.742,0.006,-0.003,-0.670,
1510937375.846,0.777,0.980,0.243,0.742,0.005,-0.002,-0.670,
1510937375.855,0.782,0.981,0.243,0.741,0.005,-0.002,-0.671,
1510937375.863,0.787,0.981,0.243,0.742,0.006,-0.003,-0.671,
1510937375.871,0.792,0.980,0.243,0.741,0.002,0.001,-0.671,
1510937375.880,0.796,0.981,0.243,0.741,0.006,0.001,-0.672,
1510937375.888,0.801,0.981,0.243,0.740,0.005,0.000,-0.672,
1510937375.896,0.806,0.981,0.243,0.741,0.004,0.001,-0.672,
1510937375.906,0.811,0.981,0.243,0.740,0.005,0.002,-0.672,
1510937375.913,0.818,0.981,0.243,0.741,0.000,0.002,-0.672,
1510937375.922,0.822,0.982,0.243,0.740,0.005,-0.000,-0.673,
1510937375.930,0.828,0.983,0.243,0.739,0.004,-0.001,-0.674,
1510937375.938,0.833,0.983,0.243,0.738,0.004,-0.001,-0.675,
1510937375.946,0.839,0.983,0.243,0.737,0.004,-0.000,-0.676,
1510937375.954,0.845,0.982,0.243,0.738,0.001,0.000,-0.675,
1510937375.963,0.849,0.984,0.243,0.736,0.005,-0.002,-0.677,
1510937375.972,0.855,0.984,0.243,0.736,0.005,-0.001,-0.677,
1510937375.980,0.861,0.984,0.243,0.737,0.002,-0.000,-0.676,
1510937375.988,0.866,0.985,0.243,0.735,0.004,-0.002,-0.678,
1510937375.997,0.872,0.985,0.243,0.735,0.004,-0.002,-0.678,
1510937376.004,0.877,0.984,0.243,0.736,0.001,-0.001,-0.677,
1510937376.013,0.883,0.985,0.243,0.734,0.003,-0.003,-0.679,
1510937376.021,0.889,0.985,0.243,0.735,0.001,-0.003,-0.678,
1510937376.029,0.894,0.985,0.242,0.735,0.000,-0.001,-0.678,
1510937376.038,0.899,0.988,0.242,0.734,0.008,-0.005,-0.679,
1510937376.046,0.905,0.986,0.242,0.734,0.003,-0.002,-0.679,
1510937376.054,0.909,0.988,0.242,0.734,0.009,-0.004,-0.679,
1510937376.063,0.915,0.988,0.242,0.734,0.008,-0.004,-0.679,
1510937376.072,0.921,0.988,0.242,0.733,0.006,-0.003,-0.680,
1510937376.080,0.927,0.989,0.242,0.733,0.008,-0.005,-0.681,
1510937376.088,0.933,0.988,0.242,0.733,0.006,-0.004,-0.680,
1510937376.096,0.938,0.990,0.242,0.732,0.010,-0.005,-0.681,
1510937376.105,0.944,0.989,0.242,0.732,0.007,-0.005,-0.682,
1510937376.113,0.950,0.989,0.242,0.730,0.007,-0.005,-0.683,
1510937376.122,0.955,0.989,0.242,0.730,0.007,-0.004,-0.684,
1510937376.130,0.961,0.989,0.242,0.729,0.008,-0.004,-0.684,
1510937376.138,0.966,0.990,0.242,0.728,0.009,-0.005,-0.686,
1510937376.147,0.972,0.989,0.242,0.729,0.006,-0.004,-0.685,
1510937376.155,0.978,0.990,0.242,0.727,0.009,-0.004,-0.686,
1510937376.163,0.983,0.989,0.242,0.727,0.009,-0.004,-0.687,
1510937376.171,0.990,0.988,0.242,0.727,0.004,-0.003,-0.687,
1510937376.180,0.996,0.989,0.242,0.726,0.006,-0.004,-0.688,
1510937376.188,1.001,0.988,0.242,0.726,0.006,-0.001,-0.688,
1510937376.196,1.007,0.988,0.242,0.725,0.006,-0.002,-0.689,
1510937376.205,1.012,0.988,0.242,0.725,0.005,-0.000,-0.688,
1510937376.214,1.017,0.987,0.242,0.725,0.005,0.001,-0.689,
1510937376.221,1.023,0.988,0.242,0.724,0.007,-0.000,-0.689,
1510937376.229,1.029,0.987,0.242,0.725,0.005,0.001,-0.689,
1510937376.238,1.035,0.987,0.242,0.724,0.004,0.001,-0.690,
1510937376.246,1.041,0.987,0.242,0.724,0.005,0.001,-0.690,
1510937376.254,1.047,0.986,0.242,0.723,0.004,0.003,-0.691,
1510937376.263,1.053,0.986,0.242,0.723,0.003,0.001,-0.691,
1510937376.272,1.059,0.986,0.242,0.722,0.003,0.002,-0.691,
1510937376.279,1.065,0.986,0.242,0.723,0.003,0.002,-0.691,
1510937376.288,1.071,0.986,0.242,0.722,0.002,0.003,-0.692,
1510937376.296,1.077,0.985,0.242,0.722,0.001,0.002,-0.692,
1510937376.305,1.083,0.985,0.242,0.722,-0.000,0.002,-0.692,
1510937376.313,1.090,0.985,0.242,0.722,-0.001,0.000,-0.692,
1510937376.322,1.096,0.985,0.242,0.722,-0.002,-0.001,-0.691,
1510937376.329,1.101,0.985,0.242,0.721,-0.000,0.002,-0.693,
1510937376.338,1.108,0.985,0.242,0.721,-0.002,-0.000,-0.693,
1510937376.346,1.115,0.985,0.242,0.722,-0.003,0.000,-0.692,
1510937376.354,1.121,0.985,0.242,0.721,-0.002,-0.001,-0.693,
1510937376.363,1.127,0.984,0.242,0.722,-0.004,0.000,-0.692,
1510937376.372,1.133,0.984,0.242,0.721,-0.004,0.000,-0.693,
1510937376.379,1.139,0.984,0.242,0.722,-0.004,-0.000,-0.692,
1510937376.388,1.145,0.984,0.241,0.719,-0.004,0.000,-0.695,
1510937376.396,1.151,0.984,0.241,0.721,-0.004,0.001,-0.693,
1510937376.406,1.158,0.984,0.241,0.720,-0.003,-0.001,-0.694,
1510937376.413,1.163,0.984,0.241,0.720,-0.003,0.000,-0.694,
1510937376.421,1.168,0.985,0.241,0.719,0.000,0.002,-0.695,
1510937376.429,1.175,0.985,0.241,0.719,0.001,0.001,-0.695,
1510937376.438,1.181,0.985,0.241,0.719,0.000,0.001,-0.695,
1510937376.446,1.188,0.985,0.241,0.719,-0.001,0.000,-0.695,
1510937376.455,1.193,0.985,0.241,0.719,0.001,-0.000,-0.695,
1510937376.464,1.200,0.985,0.241,0.718,0.001,-0.000,-0.696,
1510937376.471,1.205,0.986,0.240,0.718,0.003,-0.000,-0.696,
1510937376.479,1.212,0.984,0.241,0.717,-0.000,0.002,-0.697,
1510937376.488,1.218,0.985,0.240,0.718,0.001,0.001,-0.696,
1510937376.496,1.225,0.985,0.240,0.717,0.002,0.000,-0.697,
1510937376.504,1.230,0.985,0.240,0.717,0.003,0.001,-0.697,
1510937376.513,1.237,0.985,0.240,0.717,0.002,0.001,-0.697,
1510937376.521,1.244,0.985,0.240,0.717,0.001,0.001,-0.697,
1510937376.529,1.250,0.985,0.240,0.717,0.002,-0.000,-0.697,
1510937376.538,1.255,0.985,0.240,0.715,0.003,0.002,-0.699,
1510937376.546,1.262,0.986,0.240,0.717,0.004,-0.000,-0.697,
1510937376.555,1.268,0.985,0.240,0.716,0.004,0.002,-0.698,
1510937376.563,1.274,0.985,0.240,0.717,0.004,0.003,-0.697,
1510937376.572,1.280,0.986,0.240,0.717,0.005,0.001,-0.697,
1510937376.579,1.287,0.985,0.240,0.716,0.004,0.001,-0.698,
1510937376.588,1.292,0.986,0.239,0.717,0.008,0.000,-0.697,
1510937376.596,1.300,0.985,0.240,0.717,0.004,0.000,-0.697,
1510937376.605,1.306,0.985,0.240,0.718,0.003,-0.000,-0.697,
1510937376.613,1.313,0.984,0.240,0.719,0.001,0.000,-0.695,
1510937376.621,1.319,0.984,0.239,0.719,0.000,0.001,-0.695,
1510937376.629,1.325,0.984,0.239,0.721,0.001,0.002,-0.693,
1510937376.638,1.331,0.985,0.239,0.723,0.003,0.001,-0.691,
1510937376.646,1.337,0.984,0.240,0.725,0.001,0.001,-0.688,
1510937376.654,1.344,0.983,0.239,0.728,-0.002,0.003,-0.685,
1510937376.663,1.350,0.983,0.239,0.731,-0.001,0.003,-0.682,
1510937376.672,1.355,0.983,0.239,0.734,-0.001,0.004,-0.679,
1510937376.680,1.361,0.984,0.239,0.739,-0.001,0.003,-0.673,
1510937376.688,1.366,0.984,0.240,0.746,0.001,0.005,-0.666,
1510937376.696,1.374,0.984,0.239,0.751,-0.004,0.001,-0.660,
1510937376.705,1.379,0.985,0.239,0.759,-0.002,0.002,-0.651,
1510937376.713,1.386,0.984,0.239,0.763,-0.006,0.001,-0.646,
1510937376.721,1.392,0.986,0.239,0.769,-0.005,-0.000,-0.640,
1510937376.730,1.396,0.985,0.239,0.776,-0.006,0.006,-0.631,
1510937376.738,1.403,0.987,0.239,0.779,-0.005,0.001,-0.627,
1510937376.746,1.408,0.987,0.239,0.784,-0.006,0.002,-0.621,
1510937376.755,1.412,0.988,0.239,0.792,-0.003,0.007,-0.611,
1510937376.763,1.417,0.991,0.239,0.799,0.002,0.004,-0.602,
1510937376.771,1.425,0.990,0.239,0.802,-0.007,0.005,-0.597,
1510937376.781,1.430,0.991,0.238,0.808,-0.008,0.003,-0.589,
1510937376.788,1.434,0.992,0.238,0.815,-0.005,0.008,-0.579,
1510937376.796,1.441,0.992,0.238,0.819,-0.009,0.007,-0.573,
1510937376.804,1.445,0.995,0.238,0.825,-0.005,0.005,-0.565,
1510937376.813,1.450,0.997,0.238,0.830,-0.004,0.006,-0.557,
1510937376.821,1.456,0.997,0.238,0.834,-0.009,0.006,-0.552,
1510937376.829,1.461,1.000,0.238,0.839,-0.005,0.005,-0.544,
1510937376.839,1.466,1.002,0.238,0.843,-0.006,0.005,-0.537,
1510937376.846,1.470,1.005,0.238,0.849,-0.001,0.002,-0.529,
1510937376.855,1.475,1.007,0.238,0.854,-0.004,0.003,-0.520,
1510937376.863,1.480,1.008,0.238,0.858,-0.003,0.005,-0.514,
1510937376.872,1.485,1.011,0.238,0.862,-0.004,0.001,-0.506,
1510937376.879,1.490,1.013,0.238,0.867,-0.005,0.001,-0.499,
1510937376.888,1.494,1.015,0.238,0.871,-0.004,0.002,-0.491,
1510937376.896,1.499,1.017,0.238,0.875,-0.004,0.003,-0.483,
1510937376.906,1.504,1.019,0.238,0.879,-0.006,0.005,-0.477,
1510937376.913,1.508,1.021,0.238,0.883,-0.004,0.006,-0.470,
1510937376.922,1.511,1.024,0.238,0.886,-0.003,0.006,-0.464,
1510937376.929,1.515,1.025,0.238,0.889,-0.003,0.009,-0.458,
1510937376.938,1.520,1.028,0.238,0.894,-0.002,0.008,-0.449,
1510937376.946,1.524,1.031,0.238,0.897,-0.002,0.007,-0.442,
1510937376.955,1.528,1.034,0.238,0.900,-0.003,0.007,-0.435,
1510937376.963,1.532,1.037,0.238,0.904,-0.001,0.006,-0.427,
1510937376.972,1.535,1.040,0.238,0.909,-0.000,0.006,-0.418,
1510937376.979,1.539,1.042,0.237,0.913,-0.001,0.007,-0.408,
1510937376.988,1.544,1.046,0.237,0.916,-0.001,0.006,-0.401,
1510937376.997,1.547,1.049,0.237,0.919,0.001,0.006,-0.395,
1510937377.005,1.550,1.052,0.237,0.922,0.002,0.006,-0.387,
1510937377.015,1.554,1.055,0.237,0.924,0.002,0.007,-0.382,
1510937377.022,1.556,1.060,0.237,0.928,0.006,0.006,-0.373,
1510937377.029,1.560,1.063,0.237,0.930,0.006,0.006,-0.366,
1510937377.038,1.563,1.066,0.237,0.934,0.007,0.005,-0.358,
1510937377.046,1.568,1.069,0.237,0.937,0.004,0.006,-0.351,
1510937377.055,1.570,1.072,0.237,0.939,0.007,0.008,-0.344,
1510937377.063,1.577,1.075,0.237,0.942,-0.004,0.004,-0.335,
1510937377.072,1.579,1.078,0.237,0.945,-0.000,0.008,-0.327,
1510937377.080,1.583,1.082,0.237,0.948,-0.001,0.006,-0.319,
1510937377.088,1.586,1.085,0.237,0.950,-0.001,0.007,-0.311,
1510937377.096,1.590,1.088,0.237,0.952,-0.003,0.006,-0.305,
1510937377.105,1.592,1.092,0.237,0.954,-0.002,0.007,-0.299,
1510937377.114,1.594,1.096,0.237,0.956,0.001,0.007,-0.292,
1510937377.123,1.598,1.100,0.237,0.958,-0.002,0.005,-0.287,
1510937377.129,1.601,1.103,0.237,0.960,-0.002,0.007,-0.280,
1510937377.138,1.604,1.106,0.237,0.962,-0.002,0.007,-0.272,
1510937377.148,1.606,1.110,0.237,0.964,-0.000,0.007,-0.264,
1510937377.154,1.609,1.113,0.237,0.966,-0.001,0.009,-0.258,
1510937377.163,1.611,1.117,0.237,0.968,-0.001,0.009,-0.252,
1510937377.171,1.614,1.121,0.237,0.970,-0.001,0.010,-0.243,
1510937377.180,1.616,1.125,0.237,0.972,-0.001,0.009,-0.234,
1510937377.188,1.619,1.128,0.237,0.974,-0.003,0.011,-0.226,
1510937377.196,1.621,1.132,0.237,0.977,-0.001,0.011,-0.215,
1510937377.205,1.623,1.137,0.237,0.978,-0.000,0.010,-0.209,
1510937377.213,1.626,1.141,0.237,0.979,-0.002,0.009,-0.204,
1510937377.221,1.627,1.145,0.237,0.980,0.001,0.009,-0.197,
1510937377.229,1.630,1.149,0.237,0.982,-0.001,0.008,-0.188,
1510937377.238,1.632,1.153,0.237,0.983,-0.001,0.010,-0.181,
1510937377.246,1.635,1.158,0.237,0.985,-0.002,0.007,-0.172,
1510937377.255,1.636,1.161,0.237,0.986,-0.000,0.009,-0.165,
1510937377.263,1.639,1.166,0.237,0.987,-0.003,0.007,-0.158,
1510937377.271,1.641,1.171,0.237,0.989,-0.005,0.006,-0.150,
1510937377.279,1.643,1.175,0.237,0.990,-0.005,0.005,-0.143,
1510937377.288,1.644,1.180,0.237,0.991,-0.002,0.004,-0.136,
1510937377.296,1.646,1.184,0.237,0.992,-0.003,0.004,-0.129,
1510937377.304,1.646,1.190,0.237,0.993,-0.000,0.001,-0.120,
1510937377.313,1.648,1.194,0.237,0.994,-0.001,0.001,-0.112,
1510937377.322,1.650,1.199,0.237,0.994,-0.003,0.000,-0.107,
1510937377.329,1.649,1.202,0.237,0.995,0.002,0.004,-0.099,
1510937377.338,1.652,1.206,0.237,0.996,-0.002,0.004,-0.095,
1510937377.346,1.652,1.210,0.237,0.996,0.000,0.004,-0.087,
1510937377.354,1.654,1.214,0.237,0.997,-0.001,0.007,-0.080,
1510937377.362,1.655,1.219,0.237,0.997,-0.001,0.005,-0.073,
1510937377.371,1.656,1.223,0.237,0.998,-0.002,0.007,-0.066,
1510937377.379,1.657,1.227,0.236,0.998,-0.001,0.007,-0.059,
1510937377.388,1.659,1.233,0.237,0.999,-0.005,0.005,-0.054,
1510937377.398,1.659,1.238,0.237,0.999,-0.001,0.002,-0.043,
1510937377.406,1.660,1.242,0.237,0.999,-0.004,0.004,-0.034,
1510937377.413,1.662,1.246,0.237,1.000,-0.006,0.004,-0.025,
1510937377.421,1.661,1.251,0.236,1.000,-0.004,0.004,-0.017,
1510937377.430,1.662,1.255,0.236,1.000,-0.005,0.005,-0.011,
1510937377.438,1.662,1.260,0.236,1.000,-0.002,0.004,-0.003,
1510937377.446,1.663,1.265,0.236,1.000,-0.007,-0.000,0.008,
1510937377.454,1.665,1.270,0.236,1.000,-0.009,-0.000,0.014,
1510937377.464,1.664,1.276,0.236,1.000,-0.008,-0.003,0.021,
1510937377.471,1.665,1.280,0.236,1.000,-0.009,-0.002,0.028,
1510937377.480,1.664,1.284,0.236,0.999,-0.004,-0.000,0.034,
1510937377.488,1.665,1.289,0.236,0.999,-0.008,-0.002,0.042,
1510937377.496,1.664,1.294,0.236,0.999,-0.005,-0.003,0.050,
1510937377.505,1.665,1.298,0.236,0.998,-0.007,0.002,0.056,
1510937377.513,1.665,1.303,0.236,0.998,-0.007,0.001,0.064,
1510937377.521,1.665,1.307,0.236,0.997,-0.007,0.001,0.071,
1510937377.531,1.665,1.312,0.236,0.997,-0.007,0.001,0.080,
1510937377.538,1.666,1.316,0.236,0.996,-0.010,0.003,0.085,
1510937377.546,1.665,1.320,0.236,0.996,-0.008,0.004,0.094,
1510937377.555,1.665,1.324,0.236,0.995,-0.010,0.005,0.100,
1510937377.563,1.664,1.329,0.236,0.994,-0.009,0.005,0.107,
1510937377.571,1.664,1.336,0.235,0.993,-0.014,-0.001,0.117,
1510937377.579,1.663,1.338,0.236,0.993,-0.010,0.005,0.121,
1510937377.588,1.661,1.343,0.236,0.991,-0.008,0.003,0.130,
1510937377.596,1.661,1.347,0.236,0.991,-0.008,0.005,0.137,
1510937377.605,1.659,1.352,0.236,0.990,-0.006,0.004,0.143,
1510937377.613,1.658,1.355,0.235,0.989,-0.007,0.006,0.151,
1510937377.621,1.657,1.359,0.235,0.987,-0.007,0.006,0.160,
1510937377.629,1.656,1.364,0.235,0.985,-0.009,0.005,0.172,
1510937377.638,1.655,1.368,0.235,0.984,-0.009,0.006,0.178,
1510937377.646,1.653,1.373,0.235,0.982,-0.008,0.004,0.187,
1510937377.656,1.652,1.378,0.235,0.982,-0.008,0.005,0.191,
1510937377.663,1.651,1.383,0.235,0.981,-0.009,0.004,0.196,
1510937377.671,1.649,1.388,0.235,0.978,-0.007,0.001,0.207,
1510937377.679,1.648,1.392,0.235,0.977,-0.008,0.003,0.212,
1510937377.688,1.646,1.396,0.235,0.975,-0.005,0.003,0.221,
1510937377.697,1.646,1.401,0.235,0.974,-0.012,0.003,0.227,
1510937377.705,1.645,1.405,0.235,0.972,-0.012,0.004,0.233,
1510937377.713,1.643,1.409,0.235,0.971,-0.011,0.003,0.240,
1510937377.721,1.639,1.413,0.235,0.968,-0.007,0.002,0.251,
1510937377.730,1.637,1.417,0.235,0.966,-0.006,0.001,0.258,
1510937377.737,1.635,1.422,0.235,0.965,-0.006,-0.001,0.262,
1510937377.746,1.634,1.426,0.235,0.962,-0.009,0.001,0.272,
1510937377.756,1.632,1.429,0.235,0.960,-0.008,0.002,0.281,
1510937377.763,1.629,1.434,0.235,0.959,-0.007,0.001,0.285,
1510937377.771,1.627,1.438,0.235,0.956,-0.009,0.000,0.294,
1510937377.779,1.624,1.441,0.235,0.954,-0.007,0.002,0.299,
1510937377.788,1.622,1.445,0.235,0.952,-0.009,0.000,0.307,
1510937377.796,1.620,1.449,0.235,0.949,-0.010,0.000,0.315,
1510937377.804,1.618,1.453,0.235,0.946,-0.011,0.001,0.323,
1510937377.813,1.615,1.457,0.235,0.944,-0.009,0.001,0.329,
1510937377.821,1.613,1.460,0.235,0.942,-0.009,0.001,0.335,
1510937377.829,1.609,1.464,0.235,0.940,-0.007,0.002,0.340,
1510937377.838,1.607,1.467,0.235,0.937,-0.005,0.003,0.349,
1510937377.847,1.604,1.470,0.235,0.933,-0.004,0.004,0.360,
1510937377.855,1.601,1.473,0.235,0.930,-0.002,0.005,0.367,
1510937377.862,1.598,1.477,0.235,0.928,-0.003,0.005,0.372,
1510937377.872,1.596,1.480,0.235,0.926,-0.003,0.007,0.378,
1510937377.879,1.593,1.483,0.235,0.923,-0.002,0.008,0.384,
1510937377.888,1.591,1.490,0.235,0.920,-0.009,0.001,0.392,
1510937377.896,1.588,1.494,0.235,0.917,-0.011,0.001,0.399,
1510937377.906,1.586,1.497,0.235,0.914,-0.013,0.001,0.406,
1510937377.913,1.583,1.501,0.235,0.911,-0.013,0.000,0.411,
1510937377.921,1.579,1.504,0.235,0.908,-0.011,0.001,0.419,
1510937377.929,1.576,1.506,0.235,0.905,-0.009,0.005,0.424,
1510937377.937,1.573,1.509,0.235,0.903,-0.011,0.004,0.430,
1510937377.946,1.569,1.513,0.235,0.899,-0.010,0.002,0.438,
1510937377.954,1.565,1.515,0.235,0.896,-0.007,0.003,0.443,
1510937377.963,1.562,1.517,0.235,0.893,-0.007,0.005,0.450,
1510937377.972,1.559,1.519,0.235,0.889,-0.006,0.007,0.457,
1510937377.979,1.555,1.523,0.235,0.886,-0.007,0.006,0.463,
1510937377.988,1.552,1.526,0.235,0.883,-0.008,0.005,0.470,
1510937377.996,1.549,1.529,0.235,0.880,-0.010,0.005,0.474,
1510937378.004,1.546,1.532,0.235,0.877,-0.009,0.006,0.480,
1510937378.014,1.542,1.535,0.235,0.873,-0.011,0.005,0.488,
1510937378.023,1.539,1.538,0.235,0.869,-0.012,0.005,0.495,
1510937378.029,1.535,1.540,0.235,0.865,-0.010,0.005,0.501,
1510937378.038,1.532,1.543,0.235,0.862,-0.011,0.006,0.506,
1510937378.046,1.528,1.545,0.235,0.860,-0.009,0.007,0.511,
1510937378.054,1.524,1.548,0.235,0.855,-0.010,0.006,0.519,
1510937378.063,1.521,1.551,0.235,0.850,-0.012,0.005,0.527,
1510937378.072,1.516,1.553,0.235,0.845,-0.010,0.002,0.535,
1510937378.079,1.513,1.555,0.235,0.841,-0.010,0.004,0.542,
1510937378.088,1.509,1.556,0.235,0.837,-0.010,0.006,0.546,
1510937378.096,1.505,1.558,0.235,0.834,-0.009,0.005,0.552,
1510937378.105,1.500,1.560,0.235,0.830,-0.007,0.005,0.557,
1510937378.113,1.497,1.562,0.235,0.827,-0.009,0.005,0.562,
1510937378.122,1.493,1.565,0.235,0.821,-0.009,0.003,0.571,
1510937378.129,1.488,1.567,0.235,0.818,-0.008,0.003,0.575,
1510937378.138,1.484,1.568,0.235,0.815,-0.007,0.005,0.579,
1510937378.146,1.480,1.569,0.236,0.811,-0.007,0.005,0.585,
1510937378.156,1.476,1.571,0.236,0.807,-0.006,0.006,0.590,
1510937378.163,1.472,1.574,0.236,0.802,-0.008,0.004,0.598,
1510937378.171,1.467,1.575,0.236,0.798,-0.008,0.002,0.602,
1510937378.179,1.464,1.577,0.236,0.794,-0.009,0.004,0.608,
1510937378.188,1.460,1.578,0.236,0.789,-0.009,0.005,0.615,
1510937378.196,1.455,1.580,0.236,0.784,-0.009,0.004,0.620,
1510937378.205,1.451,1.582,0.236,0.780,-0.010,0.005,0.625,
1510937378.213,1.448,1.581,0.236,0.775,-0.009,0.011,0.632,
1510937378.222,1.443,1.584,0.236,0.772,-0.011,0.004,0.636,
1510937378.229,1.439,1.586,0.236,0.768,-0.011,0.004,0.640,
1510937378.238,1.434,1.587,0.236,0.763,-0.010,0.004,0.646,
1510937378.246,1.428,1.587,0.236,0.759,-0.007,0.003,0.651,
1510937378.254,1.425,1.587,0.236,0.756,-0.008,0.006,0.655,
1510937378.263,1.422,1.589,0.236,0.749,-0.013,0.008,0.663,
1510937378.273,1.417,1.591,0.236,0.742,-0.012,0.007,0.670,
1510937378.280,1.413,1.591,0.236,0.738,-0.011,0.009,0.675,
1510937378.288,1.409,1.590,0.236,0.732,-0.008,0.012,0.681,
1510937378.296,1.405,1.590,0.236,0.725,-0.009,0.014,0.688,
1510937378.305,1.401,1.591,0.236,0.719,-0.008,0.013,0.695,
