Time,X,Y,Z,qW,qX,qY,qZ
1510937325.307,1.665,-1.387,0.246,0.992,-0.004,0.008,-0.127,
1510937325.316,1.671,-1.380,0.247,0.993,-0.015,0.001,-0.121,
1510937325.325,1.672,-1.378,0.247,0.994,-0.015,0.006,-0.113,
1510937325.332,1.671,-1.372,0.247,0.994,-0.007,0.000,-0.106,
1510937325.341,1.673,-1.368,0.247,0.995,-0.009,0.002,-0.100,
1510937325.349,1.671,-1.366,0.247,0.996,0.000,0.008,-0.094,
1510937325.358,1.675,-1.361,0.246,0.996,-0.008,0.004,-0.086,
1510937325.366,1.675,-1.356,0.247,0.997,-0.007,0.002,-0.080,
1510937325.374,1.678,-1.354,0.247,0.997,-0.012,0.007,-0.071,
1510937325.382,1.675,-1.349,0.247,0.998,-0.002,0.005,-0.063,
1510937325.391,1.678,-1.344,0.247,0.999,-0.007,0.003,-0.054,
1510937325.399,1.681,-1.341,0.247,0.999,-0.014,0.004,-0.046,
1510937325.407,1.679,-1.335,0.247,0.999,-0.005,0.000,-0.042,
1510937325.417,1.683,-1.332,0.247,0.999,-0.014,0.003,-0.032,
1510937325.425,1.680,-1.327,0.247,1.000,-0.006,0.002,-0.026,
1510937325.432,1.683,-1.323,0.247,1.000,-0.011,0.002,-0.020,
1510937325.442,1.681,-1.319,0.247,1.000,-0.006,0.002,-0.014,
1510937325.450,1.682,-1.315,0.247,1.000,-0.006,0.001,-0.007,
1510937325.458,1.685,-1.309,0.248,1.000,-0.014,-0.003,0.004,
1510937325.467,1.681,-1.308,0.246,1.000,-0.002,0.007,0.005,
1510937325.476,1.684,-1.305,0.247,1.000,-0.009,0.008,0.013,
1510937325.483,1.683,-1.300,0.247,1.000,-0.005,0.005,0.018,
1510937325.491,1.682,-1.295,0.247,1.000,-0.001,0.004,0.025,
1510937325.499,1.683,-1.291,0.247,0.999,-0.004,0.004,0.033,
1510937325.508,1.685,-1.286,0.247,0.999,-0.010,0.002,0.042,
1510937325.516,1.683,-1.281,0.247,0.999,-0.003,0.000,0.049,
1510937325.524,1.684,-1.277,0.247,0.998,-0.008,0.002,0.057,
1510937325.532,1.684,-1.274,0.247,0.998,-0.006,0.003,0.061,
1510937325.541,1.684,-1.270,0.247,0.998,-0.009,0.006,0.069,
1510937325.549,1.687,-1.263,0.248,0.997,-0.016,-0.003,0.077,
1510937325.558,1.684,-1.262,0.247,0.997,-0.010,0.006,0.076,
1510937325.566,1.684,-1.258,0.247,0.996,-0.011,0.007,0.084,
1510937325.574,1.683,-1.255,0.247,0.996,-0.008,0.008,0.093,
1510937325.582,1.680,-1.250,0.247,0.995,-0.000,0.006,0.097,
1510937325.591,1.680,-1.247,0.246,0.994,-0.004,0.009,0.108,
1510937325.599,1.679,-1.241,0.247,0.994,-0.004,0.004,0.113,
1510937325.608,1.679,-1.238,0.247,0.993,-0.006,0.007,0.119,
1510937325.616,1.678,-1.234,0.247,0.992,-0.004,0.007,0.126,
1510937325.624,1.678,-1.230,0.246,0.991,-0.006,0.006,0.136,
1510937325.633,1.678,-1.226,0.247,0.990,-0.007,0.008,0.143,
1510937325.641,1.677,-1.222,0.247,0.989,-0.008,0.008,0.150,
1510937325.649,1.677,-1.218,0.247,0.988,-0.008,0.007,0.154,
1510937325.658,1.675,-1.213,0.247,0.987,-0.006,0.005,0.158,
1510937325.666,1.674,-1.210,0.247,0.986,-0.005,0.008,0.164,
1510937325.674,1.674,-1.206,0.247,0.985,-0.006,0.008,0.169,
1510937325.683,1.671,-1.203,0.246,0.984,-0.001,0.009,0.177,
1510937325.691,1.672,-1.197,0.247,0.983,-0.008,0.005,0.185,
1510937325.699,1.669,-1.194,0.247,0.982,-0.004,0.007,0.189,
1510937325.707,1.668,-1.191,0.246,0.981,-0.005,0.011,0.194,
1510937325.716,1.667,-1.185,0.247,0.979,-0.005,0.005,0.206,
1510937325.725,1.666,-1.184,0.247,0.979,-0.005,0.012,0.205,
1510937325.732,1.663,-1.178,0.247,0.976,-0.002,0.005,0.217,
1510937325.741,1.665,-1.173,0.246,0.974,-0.013,0.005,0.227,
1510937325.749,1.662,-1.169,0.246,0.972,-0.010,0.004,0.235,
1510937325.758,1.689,-1.179,-0.110,0.011,-0.874,0.485,-0.015,
1510937325.766,1.657,-1.163,0.246,0.970,-0.005,0.007,0.244,
1510937325.774,1.670,-1.162,-0.110,0.035,0.867,-0.496,0.018,
1510937325.782,1.654,-1.157,0.246,0.968,-0.002,0.013,0.251,
1510937325.791,1.682,-1.165,-0.109,0.006,-0.893,0.449,-0.022,
1510937325.799,1.653,-1.150,0.246,0.964,-0.009,0.012,0.267,
1510937325.807,1.678,-1.159,-0.109,0.011,-0.894,0.448,-0.028,
1510937325.816,1.647,-1.141,0.247,0.960,-0.007,0.006,0.280,
1510937325.824,1.673,-1.147,-0.110,0.007,-0.897,0.442,-0.018,
1510937325.832,1.653,-1.134,0.247,0.952,-0.024,0.013,0.304,
1510937325.842,1.653,-1.134,0.247,0.952,-0.024,0.013,0.304,
1510937325.850,1.642,-1.124,0.246,0.951,-0.016,0.005,0.307,
1510937325.858,1.640,-1.114,0.251,0.947,-0.013,-0.017,0.320,
1510937325.866,1.635,-1.124,0.247,0.949,0.002,0.019,0.316,
1510937325.874,1.637,-1.120,0.246,0.946,-0.012,0.021,0.322,
1510937325.882,1.631,-1.113,0.245,0.941,-0.008,0.013,0.338,
1510937325.891,1.630,-1.109,0.247,0.940,-0.008,0.010,0.340,
1510937325.899,1.622,-1.111,0.247,0.940,0.010,0.018,0.340,
1510937325.907,1.624,-1.105,0.247,0.937,-0.001,0.015,0.350,
1510937325.916,1.619,-1.104,0.247,0.937,0.006,0.021,0.350,
1510937325.924,1.621,-1.086,0.250,0.926,-0.016,-0.017,0.378,
1510937325.933,1.617,-1.091,0.247,0.926,-0.010,0.006,0.377,
1510937325.941,1.610,-1.089,0.247,0.925,0.002,0.004,0.381,
1510937325.949,1.607,-1.092,0.245,0.925,0.010,0.022,0.378,
1510937325.957,1.613,-1.089,0.247,0.923,-0.008,0.026,0.385,
1510937325.966,1.607,-1.085,0.247,0.922,-0.003,0.021,0.387,
1510937325.974,1.600,-1.065,0.250,0.907,-0.006,-0.021,0.420,
1510937325.983,1.604,-1.079,0.247,0.920,-0.009,0.025,0.392,
1510937325.991,1.593,-1.075,0.247,0.917,0.010,0.016,0.399,
1510937325.999,1.592,-1.076,0.245,0.915,0.008,0.029,0.403,
1510937326.008,1.592,-1.068,0.247,0.908,-0.004,0.016,0.420,
1510937326.016,1.590,-1.056,0.251,0.898,-0.009,-0.007,0.439,
1510937326.024,1.589,-1.054,0.250,0.894,-0.015,-0.002,0.449,
1510937326.032,1.582,-1.055,0.247,0.894,-0.006,0.007,0.448,
1510937326.041,1.580,-1.054,0.247,0.895,-0.007,0.012,0.445,
1510937326.049,1.578,-1.053,0.249,0.893,-0.004,0.013,0.449,
1510937326.058,1.578,-1.045,0.248,0.887,-0.019,0.009,0.462,
1510937326.066,1.574,-1.048,0.247,0.894,-0.014,0.024,0.448,
1510937326.075,1.574,-1.042,0.249,0.877,-0.021,0.012,0.479,
1510937326.083,1.559,-1.045,0.247,0.882,0.008,0.014,0.470,
1510937326.091,1.562,-1.037,0.249,0.874,-0.010,0.007,0.486,
1510937326.099,1.557,-1.035,0.248,0.871,-0.008,0.007,0.491,
1510937326.108,1.554,-1.033,0.249,0.866,-0.007,0.006,0.500,
1510937326.116,1.553,-1.031,0.247,0.865,-0.013,0.015,0.501,
1510937326.124,1.549,-1.022,0.250,0.856,-0.017,-0.006,0.516,
1510937326.132,1.546,-1.030,0.247,0.860,-0.008,0.022,0.511,
1510937326.140,1.545,-1.020,0.250,0.850,-0.020,0.002,0.527,
1510937326.149,1.541,-1.019,0.250,0.847,-0.018,0.005,0.531,
1510937326.158,1.538,-1.022,0.248,0.848,-0.013,0.022,0.530,
1510937326.166,1.532,-1.010,0.250,0.839,-0.020,-0.006,0.544,
1510937326.174,1.526,-1.012,0.250,0.837,-0.010,-0.001,0.547,
1510937326.182,1.522,-1.014,0.250,0.834,-0.003,0.006,0.552,
1510937326.191,1.523,-1.012,0.249,0.830,-0.014,0.013,0.557,
1510937326.199,1.516,-1.009,0.250,0.826,-0.009,0.006,0.564,
1510937326.207,1.514,-1.008,0.249,0.822,-0.012,0.010,0.570,
1510937326.216,1.509,-1.005,0.250,0.816,-0.010,0.006,0.577,
1510937326.224,1.501,-1.003,0.250,0.810,-0.003,-0.003,0.586,
1510937326.232,1.500,-1.001,0.249,0.806,-0.010,0.004,0.592,
1510937326.241,1.497,-1.000,0.250,0.801,-0.009,0.005,0.598,
1510937326.249,1.490,-0.997,0.250,0.797,-0.006,-0.003,0.604,
1510937326.257,1.486,-0.997,0.249,0.794,-0.003,0.002,0.608,
1510937326.266,1.487,-0.994,0.249,0.789,-0.016,0.006,0.614,
1510937326.274,1.481,-0.993,0.250,0.786,-0.011,0.004,0.619,
1510937326.282,1.476,-0.992,0.250,0.783,-0.010,0.004,0.622,
1510937326.291,1.471,-0.991,0.250,0.778,-0.008,0.001,0.628,
1510937326.299,1.467,-0.988,0.249,0.773,-0.009,-0.001,0.634,
1510937326.307,1.464,-0.988,0.249,0.769,-0.011,0.002,0.639,
1510937326.315,1.460,-0.987,0.250,0.765,-0.011,0.003,0.644,
1510937326.324,1.454,-0.987,0.250,0.761,-0.004,0.001,0.649,
1510937326.332,1.452,-0.989,0.249,0.759,-0.006,0.012,0.651,
1510937326.341,1.446,-0.990,0.249,0.754,0.005,0.012,0.657,
1510937326.349,1.441,-0.989,0.249,0.746,0.005,0.011,0.666,
1510937326.358,1.440,-0.986,0.249,0.740,-0.006,0.011,0.672,
1510937326.366,1.436,-0.986,0.248,0.734,-0.003,0.013,0.679,
1510937326.374,1.431,-0.984,0.249,0.729,-0.003,0.007,0.684,
1510937326.382,1.426,-0.987,0.248,0.728,0.004,0.015,0.686,
1510937326.391,1.420,-0.982,0.250,0.727,-0.000,0.003,0.687,
1510937326.399,1.418,-0.983,0.249,0.723,-0.002,0.009,0.691,
1510937326.407,1.414,-0.982,0.249,0.720,-0.003,0.010,0.694,
1510937326.416,1.407,-0.981,0.249,0.718,0.000,0.003,0.696,
1510937326.425,1.402,-0.979,0.250,0.714,-0.002,-0.000,0.700,
1510937326.432,1.399,-0.984,0.248,0.715,0.004,0.016,0.699,
1510937326.441,1.396,-0.977,0.249,0.711,-0.010,0.004,0.703,
1510937326.449,1.390,-0.975,0.249,0.708,-0.010,-0.000,0.706,
1510937326.457,1.385,-0.978,0.250,0.707,-0.003,0.005,0.707,
1510937326.466,1.389,-0.980,0.246,0.708,-0.015,0.027,0.706,
1510937326.474,1.378,-0.983,0.247,0.709,0.002,0.021,0.705,
1510937326.483,1.370,-0.975,0.250,0.704,-0.005,0.001,0.710,
1510937326.491,1.366,-0.978,0.250,0.705,-0.001,0.004,0.709,
1510937326.499,1.360,-0.981,0.249,0.707,0.006,0.010,0.707,
1510937326.507,1.354,-0.988,0.246,0.706,0.022,0.023,0.707,
1510937326.516,1.352,-0.978,0.250,0.704,-0.003,0.007,0.710,
1510937326.524,1.346,-0.977,0.249,0.703,-0.003,0.004,0.712,
1510937326.532,1.345,-0.976,0.249,0.704,-0.011,0.008,0.710,
1510937326.541,1.338,-0.971,0.250,0.700,-0.014,-0.004,0.714,
1510937326.549,1.332,-0.974,0.251,0.701,-0.005,-0.002,0.714,
1510937326.558,1.331,-0.979,0.248,0.702,-0.004,0.018,0.712,
1510937326.566,1.322,-0.985,0.246,0.706,0.013,0.024,0.707,
1510937326.574,1.318,-0.987,0.246,0.703,0.016,0.027,0.710,
1510937326.582,1.312,-0.977,0.250,0.698,-0.001,0.005,0.716,
1510937326.591,1.307,-0.973,0.251,0.697,-0.007,-0.003,0.717,
1510937326.601,1.302,-0.973,0.251,0.697,-0.007,-0.003,0.717,
1510937326.608,1.298,-0.976,0.250,0.698,-0.005,0.007,0.716,
1510937326.617,1.294,-0.978,0.250,0.700,-0.002,0.010,0.715,
1510937326.624,1.289,-0.977,0.249,0.696,-0.003,0.011,0.718,
1510937326.632,1.285,-0.973,0.249,0.695,-0.014,0.007,0.719,
1510937326.641,1.276,-0.979,0.249,0.700,0.005,0.010,0.714,
1510937326.649,1.272,-0.976,0.249,0.699,-0.005,0.008,0.716,
1510937326.658,1.267,-0.976,0.250,0.699,-0.006,0.007,0.715,
1510937326.666,1.261,-0.977,0.249,0.699,-0.003,0.008,0.715,
1510937326.674,1.257,-0.977,0.249,0.700,-0.002,0.010,0.715,
1510937326.682,1.252,-0.976,0.250,0.698,-0.005,0.010,0.716,
1510937326.691,1.247,-0.974,0.250,0.698,-0.009,0.004,0.716,
1510937326.699,1.242,-0.977,0.249,0.700,-0.005,0.013,0.714,
1510937326.707,1.235,-0.976,0.250,0.699,-0.001,0.006,0.715,
1510937326.716,1.231,-0.976,0.250,0.699,-0.003,0.008,0.715,
1510937326.726,1.226,-0.976,0.250,0.697,-0.005,0.009,0.717,
1510937326.733,1.219,-0.975,0.250,0.698,-0.004,0.005,0.716,
1510937326.741,1.216,-0.975,0.250,0.698,-0.008,0.010,0.716,
1510937326.749,1.208,-0.976,0.250,0.698,-0.001,0.008,0.716,
1510937326.757,1.204,-0.976,0.250,0.702,-0.004,0.010,0.713,
1510937326.766,1.199,-0.975,0.251,0.699,-0.004,0.008,0.715,
1510937326.774,1.193,-0.975,0.250,0.698,-0.004,0.009,0.716,
1510937326.782,1.189,-0.975,0.250,0.697,-0.007,0.012,0.717,
1510937326.791,1.183,-0.974,0.250,0.697,-0.006,0.007,0.717,
1510937326.799,1.176,-0.977,0.249,0.698,0.001,0.013,0.716,
1510937326.807,1.170,-0.976,0.250,0.699,0.001,0.011,0.715,
1510937326.816,1.165,-0.977,0.250,0.699,0.002,0.013,0.715,
1510937326.824,1.161,-0.976,0.250,0.697,-0.002,0.013,0.717,
1510937326.832,1.154,-0.975,0.250,0.698,-0.001,0.010,0.716,
1510937326.841,1.147,-0.975,0.250,0.698,0.000,0.009,0.717,
1510937326.849,1.144,-0.972,0.250,0.695,-0.009,0.008,0.719,
1510937326.858,1.137,-0.966,0.251,0.692,-0.019,-0.006,0.721,
1510937326.866,1.132,-0.970,0.251,0.695,-0.012,0.002,0.719,
1510937326.875,1.126,-0.968,0.251,0.694,-0.015,-0.002,0.720,
1510937326.882,1.119,-0.971,0.250,0.696,-0.007,0.003,0.718,
1510937326.891,1.114,-0.969,0.251,0.695,-0.011,-0.002,0.719,
1510937326.899,1.108,-0.968,0.251,0.694,-0.012,-0.003,0.720,
1510937326.907,1.100,-0.973,0.250,0.696,0.001,0.003,0.718,
1510937326.916,1.097,-0.966,0.251,0.692,-0.016,-0.006,0.722,
1510937326.924,1.094,-0.973,0.249,0.696,-0.008,0.013,0.718,
1510937326.932,1.089,-0.976,0.250,0.696,-0.000,0.019,0.718,
1510937326.941,1.083,-0.968,0.252,0.693,-0.016,0.003,0.721,
1510937326.949,1.073,-0.963,0.254,0.693,-0.018,-0.014,0.721,
1510937326.958,1.070,-0.966,0.253,0.691,-0.015,-0.003,0.723,
1510937326.966,1.064,-0.966,0.252,0.691,-0.016,-0.003,0.722,
1510937326.975,1.063,-0.969,0.252,0.691,-0.018,0.010,0.722,
1510937326.983,1.058,-0.968,0.249,0.691,-0.023,0.014,0.722,
1510937326.991,1.051,-0.969,0.252,0.690,-0.017,0.011,0.723,
1510937326.999,1.045,-0.969,0.252,0.694,-0.017,0.010,0.720,
1510937327.008,1.039,-0.969,0.252,0.691,-0.016,0.010,0.722,
1510937327.016,1.031,-0.967,0.252,0.691,-0.015,0.003,0.723,
1510937327.025,1.027,-0.969,0.251,0.695,-0.017,0.008,0.719,
1510937327.032,1.020,-0.970,0.252,0.697,-0.012,0.008,0.717,
1510937327.041,1.014,-0.970,0.252,0.696,-0.011,0.006,0.718,
1510937327.049,1.007,-0.970,0.252,0.696,-0.010,0.004,0.718,
1510937327.058,1.002,-0.972,0.252,0.697,-0.006,0.009,0.717,
1510937327.066,0.996,-0.970,0.253,0.696,-0.009,0.006,0.718,
1510937327.075,0.989,-0.971,0.251,0.694,-0.006,0.010,0.720,
1510937327.082,0.984,-0.971,0.253,0.697,-0.007,0.006,0.717,
1510937327.091,0.978,-0.971,0.253,0.696,-0.008,0.007,0.717,
1510937327.098,0.971,-0.970,0.253,0.696,-0.007,0.004,0.718,
1510937327.108,0.966,-0.970,0.253,0.695,-0.007,0.004,0.719,
1510937327.116,0.960,-0.972,0.252,0.698,-0.005,0.010,0.716,
1510937327.125,0.955,-0.968,0.252,0.696,-0.012,0.003,0.718,
1510937327.132,0.949,-0.970,0.253,0.696,-0.008,0.005,0.718,
1510937327.141,0.943,-0.969,0.252,0.694,-0.012,0.006,0.720,
1510937327.149,0.936,-0.972,0.253,0.697,-0.002,0.009,0.717,
1510937327.157,0.932,-0.971,0.252,0.697,-0.007,0.009,0.717,
1510937327.166,0.925,-0.971,0.251,0.695,-0.008,0.016,0.719,
1510937327.174,0.919,-0.974,0.252,0.702,-0.001,0.014,0.712,
1510937327.182,0.914,-0.970,0.253,0.696,-0.009,0.009,0.718,
1510937327.191,0.906,-0.971,0.253,0.697,-0.002,0.007,0.717,
1510937327.199,0.901,-0.970,0.253,0.698,-0.007,0.006,0.716,
1510937327.208,0.895,-0.968,0.252,0.695,-0.012,0.005,0.719,
1510937327.216,0.890,-0.970,0.253,0.697,-0.008,0.009,0.717,
1510937327.225,0.884,-0.968,0.252,0.697,-0.013,0.007,0.717,
1510937327.233,0.878,-0.970,0.252,0.700,-0.009,0.009,0.714,
1510937327.241,0.872,-0.971,0.252,0.698,-0.007,0.013,0.716,
1510937327.249,0.866,-0.967,0.252,0.697,-0.013,0.007,0.717,
1510937327.257,0.859,-0.970,0.253,0.701,-0.006,0.010,0.714,
1510937327.266,0.854,-0.969,0.253,0.699,-0.009,0.008,0.715,
1510937327.274,0.846,-0.968,0.254,0.696,-0.004,0.002,0.718,
1510937327.282,0.842,-0.970,0.252,0.694,-0.005,0.014,0.719,
1510937327.291,0.838,-0.967,0.253,0.697,-0.015,0.010,0.717,
1510937327.299,0.829,-0.968,0.254,0.698,-0.006,0.006,0.716,
1510937327.307,0.822,-0.973,0.252,0.704,0.003,0.015,0.710,
1510937327.316,0.818,-0.967,0.253,0.699,-0.011,0.007,0.715,
1510937327.324,0.812,-0.970,0.252,0.699,-0.004,0.017,0.715,
1510937327.332,0.807,-0.968,0.253,0.700,-0.011,0.011,0.714,
1510937327.342,0.801,-0.967,0.253,0.700,-0.011,0.008,0.714,
1510937327.349,0.791,-0.971,0.253,0.702,0.003,0.013,0.712,
1510937327.358,0.790,-0.966,0.253,0.695,-0.014,0.012,0.718,
1510937327.367,0.784,-0.966,0.253,0.697,-0.016,0.011,0.717,
1510937327.374,0.774,-0.971,0.253,0.708,0.000,0.015,0.706,
1510937327.382,0.769,-0.968,0.253,0.703,-0.004,0.014,0.711,
1510937327.391,0.765,-0.967,0.253,0.707,-0.010,0.012,0.707,
1510937327.399,0.758,-0.968,0.254,0.713,-0.006,0.011,0.701,
1510937327.408,0.752,-0.966,0.253,0.713,-0.011,0.010,0.701,
1510937327.416,0.744,-0.972,0.252,0.723,0.006,0.021,0.690,
1510937327.424,0.740,-0.964,0.253,0.719,-0.011,0.009,0.695,
1510937327.432,0.730,-0.971,0.254,0.731,0.010,0.015,0.682,
1510937327.441,0.725,-0.969,0.254,0.740,0.005,0.013,0.672,
1510937327.449,0.720,-0.970,0.252,0.749,0.005,0.019,0.663,
1510937327.457,0.714,-0.965,0.252,0.752,-0.004,0.013,0.659,
1510937327.466,0.708,-0.969,0.253,0.762,0.005,0.017,0.648,
1510937327.474,0.701,-0.968,0.253,0.767,0.009,0.015,0.641,
1510937327.483,0.696,-0.967,0.253,0.771,0.008,0.017,0.637,
1510937327.490,0.694,-0.964,0.253,0.771,-0.001,0.019,0.636,
1510937327.499,0.688,-0.966,0.251,0.777,0.002,0.028,0.629,
1510937327.508,0.677,-0.964,0.253,0.784,0.014,0.013,0.621,
1510937327.516,0.677,-0.965,0.251,0.794,0.002,0.034,0.607,
1510937327.524,0.675,-0.967,0.250,0.800,-0.001,0.042,0.598,
1510937327.532,0.666,-0.945,0.253,0.785,-0.025,-0.003,0.619,
1510937327.541,0.657,-0.951,0.251,0.794,-0.007,0.010,0.607,
1510937327.549,0.656,-0.959,0.251,0.814,0.002,0.033,0.580,
1510937327.558,0.648,-0.953,0.251,0.818,0.001,0.025,0.575,
1510937327.566,0.649,-0.948,0.253,0.818,-0.012,0.016,0.575,
1510937327.574,0.658,-0.934,-0.107,-0.007,-0.990,0.138,-0.015,
1510937327.582,0.657,-0.930,-0.107,0.005,-0.989,0.151,-0.009,
1510937327.591,0.625,-0.943,0.251,0.830,0.001,0.013,0.558,
1510937327.599,0.620,-0.941,0.251,0.834,0.002,0.012,0.552,
1510937327.608,0.617,-0.941,0.251,0.839,0.001,0.021,0.543,
1510937327.616,0.611,-0.936,0.251,0.842,0.000,0.014,0.539,
1510937327.624,0.606,-0.935,0.251,0.849,0.002,0.014,0.528,
1510937327.632,0.601,-0.930,0.250,0.852,-0.002,0.007,0.524,
1510937327.641,0.596,-0.927,0.251,0.857,-0.001,0.007,0.516,
1510937327.649,0.592,-0.925,0.251,0.862,-0.001,0.007,0.507,
1510937327.658,0.587,-0.922,0.251,0.864,-0.002,0.006,0.503,
1510937327.666,0.583,-0.921,0.251,0.869,0.001,0.008,0.495,
1510937327.674,0.579,-0.918,0.251,0.871,0.000,0.010,0.492,
1510937327.682,0.576,-0.917,0.251,0.875,0.002,0.014,0.485,
1510937327.691,0.571,-0.914,0.251,0.878,0.003,0.012,0.478,
1510937327.699,0.567,-0.912,0.251,0.882,0.002,0.014,0.471,
1510937327.708,0.565,-0.909,0.251,0.887,-0.003,0.016,0.461,
1510937327.716,0.563,-0.906,0.251,0.891,-0.008,0.018,0.454,
1510937327.724,0.555,-0.904,0.252,0.895,0.004,0.014,0.445,
1510937327.733,0.550,-0.899,0.252,0.897,0.004,0.009,0.441,
1510937327.741,0.546,-0.896,0.252,0.901,0.004,0.008,0.435,
1510937327.749,0.549,-0.888,0.252,0.900,-0.017,0.005,0.437,
1510937327.757,0.540,-0.888,0.252,0.906,-0.002,0.005,0.423,
1510937327.766,0.536,-0.886,0.251,0.907,-0.001,0.010,0.421,
1510937327.774,0.533,-0.883,0.251,0.910,-0.004,0.010,0.415,
1510937327.782,0.530,-0.880,0.251,0.913,-0.005,0.010,0.409,
1510937327.791,0.528,-0.875,0.252,0.914,-0.010,0.007,0.405,
1510937327.799,0.519,-0.874,0.252,0.920,0.007,0.006,0.391,
1510937327.808,0.521,-0.867,0.253,0.921,-0.010,0.004,0.391,
1510937327.816,0.516,-0.865,0.252,0.922,-0.005,0.005,0.387,
1510937327.824,0.515,-0.860,0.252,0.925,-0.012,0.006,0.380,
1510937327.832,0.509,-0.857,0.252,0.927,-0.008,0.003,0.375,
1510937327.841,0.505,-0.855,0.252,0.931,-0.003,0.007,0.366,
1510937327.849,0.503,-0.850,0.252,0.933,-0.009,0.004,0.360,
1510937327.858,0.499,-0.849,0.252,0.938,-0.003,0.008,0.348,
1510937327.866,0.495,-0.844,0.251,0.940,-0.004,0.005,0.342,
1510937327.874,0.494,-0.841,0.252,0.942,-0.006,0.008,0.334,
1510937327.882,0.491,-0.837,0.252,0.943,-0.006,0.007,0.332,
1510937327.892,0.489,-0.835,0.252,0.945,-0.005,0.010,0.326,
1510937327.899,0.487,-0.831,0.252,0.948,-0.007,0.010,0.319,
1510937327.908,0.486,-0.828,0.252,0.951,-0.012,0.014,0.310,
1510937327.916,0.483,-0.824,0.252,0.953,-0.010,0.014,0.303,
1510937327.924,0.475,-0.823,0.252,0.955,0.005,0.015,0.295,
1510937327.932,0.475,-0.818,0.252,0.958,-0.002,0.015,0.286,
1510937327.941,0.473,-0.812,0.252,0.958,-0.006,0.009,0.286,
1510937327.949,0.468,-0.809,0.252,0.960,0.001,0.010,0.278,
1510937327.958,0.467,-0.804,0.252,0.962,-0.004,0.008,0.273,
1510937327.966,0.469,-0.796,0.254,0.962,-0.015,-0.001,0.274,
1510937327.976,0.461,-0.797,0.252,0.965,-0.000,0.010,0.263,
1510937327.983,0.460,-0.791,0.252,0.967,-0.005,0.005,0.256,
1510937327.991,0.459,-0.788,0.253,0.967,-0.004,0.006,0.253,
1510937327.999,0.456,-0.785,0.252,0.971,-0.004,0.010,0.240,
1510937328.008,0.452,-0.781,0.252,0.972,0.002,0.008,0.237,
1510937328.016,0.451,-0.775,0.252,0.973,-0.002,0.005,0.231,
1510937328.025,0.449,-0.774,0.252,0.976,-0.001,0.013,0.219,
1510937328.032,0.447,-0.766,0.252,0.976,-0.003,0.004,0.216,
1510937328.041,0.442,-0.764,0.252,0.978,0.008,0.006,0.208,
1510937328.049,0.442,-0.760,0.253,0.980,0.005,0.009,0.201,
1510937328.058,0.441,-0.756,0.252,0.981,0.002,0.008,0.194,
1510937328.066,0.438,-0.750,0.252,0.982,0.003,0.004,0.190,
1510937328.074,0.436,-0.748,0.252,0.983,0.004,0.009,0.181,
1510937328.083,0.433,-0.742,0.252,0.985,0.006,0.004,0.175,
1510937328.091,0.434,-0.739,0.252,0.986,0.001,0.009,0.164,
1510937328.099,0.433,-0.733,0.252,0.988,-0.003,0.004,0.156,
1510937328.108,0.430,-0.729,0.252,0.989,0.001,0.004,0.147,
1510937328.116,0.429,-0.727,0.252,0.990,0.005,0.010,0.139,
1510937328.124,0.427,-0.722,0.252,0.990,0.004,0.007,0.138,
1510937328.132,0.426,-0.719,0.252,0.991,0.006,0.009,0.132,
1510937328.141,0.426,-0.712,0.252,0.991,0.001,0.004,0.131,
1510937328.149,0.424,-0.706,0.252,0.992,0.003,0.001,0.126,
1510937328.158,0.424,-0.702,0.252,0.993,0.001,-0.001,0.119,
1510937328.166,0.424,-0.700,0.252,0.994,-0.001,0.007,0.106,
1510937328.174,0.422,-0.695,0.252,0.995,0.002,0.005,0.102,
1510937328.183,0.420,-0.690,0.252,0.995,0.005,0.004,0.095,
1510937328.191,0.424,-0.687,0.252,0.996,-0.005,0.007,0.088,
1510937328.201,0.420,-0.685,0.252,0.997,0.005,0.015,0.075,
1510937328.207,0.422,-0.679,0.252,0.997,-0.005,0.011,0.071,
1510937328.216,0.423,-0.671,0.253,0.997,-0.009,-0.004,0.076,
1510937328.225,0.423,-0.669,0.253,0.998,-0.008,0.002,0.067,
1510937328.233,0.420,-0.664,0.252,0.998,-0.004,0.002,0.058,
1510937328.241,0.422,-0.661,0.252,0.999,-0.009,0.006,0.051,
1510937328.249,0.420,-0.657,0.252,0.999,-0.004,0.007,0.043,
1510937328.258,0.422,-0.651,0.252,0.999,-0.011,0.004,0.038,
1510937328.266,0.421,-0.648,0.252,0.999,-0.010,0.005,0.031,
1510937328.274,0.419,-0.643,0.252,1.000,-0.006,0.005,0.024,
1510937328.282,0.419,-0.639,0.253,1.000,-0.004,0.006,0.015,
1510937328.291,0.418,-0.633,0.252,1.000,-0.003,0.000,0.013,
1510937328.299,0.419,-0.629,0.251,1.000,-0.005,0.001,0.005,
1510937328.308,0.419,-0.625,0.252,1.000,-0.005,0.005,-0.002,
1510937328.316,0.419,-0.621,0.252,1.000,-0.005,0.003,-0.008,
1510937328.324,0.422,-0.615,0.253,1.000,-0.011,0.000,-0.013,
1510937328.332,0.417,-0.613,0.252,1.000,-0.002,0.005,-0.026,
1510937328.341,0.420,-0.606,0.252,0.999,-0.007,-0.002,-0.033,
1510937328.349,0.420,-0.603,0.252,0.999,-0.008,0.001,-0.040,
1510937328.358,0.421,-0.598,0.253,0.999,-0.010,0.001,-0.048,
